  
 Results from TRNSYS Input File: 
 C:\Users\lbarnic\OneDrive - Fraunhofer\A_Bearbeitung\9_Parameterstudie_REP\III
 _kaltes_Nahwaermenetz\III_kaltes_Nahwaermenetz.dck                            
                                                                               
                                                                   
 Initiated at time: 2024-12-30 AT  15:20:44
 TIME                                   ,Strom_Quartier                          ,Netzstrom                               ,sum_PV_Bestand                          ,COP_SB                                  ,COP_FVR                                 ,COP_TV                                  ,COP_SPS_W                               ,COP_SpS_S_TWW                           ,Strom_WP_Winter                         ,Q_WP_Winter                             ,Strom_WP_Sommer                         ,Q_WP_Sommer                             ,Strom_el_Nacherhitzung_SpS              ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,
  +4.1075000000000000E+02,  +4.6696569937325787E+00,  +4.6696569937325787E+00,  +0.0000000000000000E+00,  +3.4806991957386404E+00,  +3.5361235898977026E+00,  +3.4277419608884259E+00,  +3.5361235898977026E+00,  +2.7984600000000004E+00,  +2.7928031271738867E+00,  +9.8756970199396541E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1100000000000000E+02,  +4.8054636387562857E+00,  +4.8054636387562857E+00,  +0.0000000000000000E+00,  +3.4777716939750203E+00,  +3.5331658539897388E+00,  +3.4248422676531498E+00,  +3.5331658539897388E+00,  +2.7984600000000004E+00,  +2.8349859342628565E+00,  +1.0016475499478723E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1125000000000000E+02,  +4.9652444739108521E+00,  +4.9652444739108521E+00,  +0.0000000000000000E+00,  +3.4754349336034034E+00,  +3.5308049315395240E+00,  +3.4225277312650495E+00,  +3.5308049315395240E+00,  +2.7984600000000004E+00,  +2.8812639562231821E+00,  +1.0173180985699890E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1150000000000000E+02,  +5.0063399257571337E+00,  +5.0063399257571337E+00,  +0.0000000000000000E+00,  +3.4731027079976582E+00,  +3.5284485649761028E+00,  +3.4202177107860816E+00,  +3.5284485649761028E+00,  +2.7984600000000004E+00,  +2.8922449449606047E+00,  +1.0205137525605632E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1175000000000000E+02,  +5.0554046028177684E+00,  +5.0554046028177684E+00,  +0.0000000000000000E+00,  +3.4701939311692138E+00,  +3.5255096434766231E+00,  +3.4173366618318450E+00,  +3.5255096434766231E+00,  +2.7984600000000004E+00,  +2.9026022422962594E+00,  +1.0233152196392332E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1200000000000000E+02,  +5.2608823980972854E+00,  +5.2608823980972854E+00,  +0.0000000000000000E+00,  +3.4661334545085478E+00,  +3.5214070196981662E+00,  +3.4133149547023964E+00,  +3.5214070196981662E+00,  +2.7984600000000004E+00,  +2.9442264034582801E+00,  +1.0367819524718673E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1225000000000000E+02,  +1.9120358373188413E+01,  +1.9120358373188413E+01,  +0.0000000000000000E+00,  +3.4615094568457394E+00,  +3.5167349301750792E+00,  +3.4087351975511933E+00,  +3.5167349301750792E+00,  +2.7984600000000004E+00,  +7.2356274194540262E+00,  +2.5445783687726543E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1250000000000000E+02,  +3.2945327875442658E+01,  +3.2945327875442658E+01,  +0.0000000000000000E+00,  +3.4569032576067205E+00,  +3.5120807235398792E+00,  +3.4041731633514694E+00,  +3.5120807235398792E+00,  +2.7984600000000004E+00,  +1.1430190143222044E+01,  +4.0143750468405671E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1275000000000000E+02,  +3.3123087028003191E+01,  +3.3123087028003191E+01,  +0.0000000000000000E+00,  +3.4546063280970434E+00,  +3.5097598162549501E+00,  +3.4018982943923195E+00,  +3.5097598162549501E+00,  +2.7984600000000004E+00,  +1.1374469619145485E+01,  +3.9921656400489567E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1300000000000000E+02,  +3.2576036362787853E+01,  +3.2576036362787853E+01,  +0.0000000000000000E+00,  +3.4569032576067205E+00,  +3.5120807235398792E+00,  +3.4041731633514694E+00,  +3.5120807235398792E+00,  +2.7984600000000004E+00,  +1.1219386084826072E+01,  +3.9403389598469204E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1325000000000000E+02,  +3.2663226683318449E+01,  +3.2663226683318449E+01,  +0.0000000000000000E+00,  +3.4615094568457394E+00,  +3.5167349301750792E+00,  +3.4087351975511933E+00,  +3.5167349301750792E+00,  +2.7984600000000004E+00,  +1.1055232939583002E+01,  +3.8878323839853664E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1350000000000000E+02,  +3.3442555053405719E+01,  +3.3442555053405719E+01,  +0.0000000000000000E+00,  +3.4661334545085478E+00,  +3.5214070196981662E+00,  +3.4133149547023964E+00,  +3.5214070196981662E+00,  +2.7984600000000004E+00,  +1.1056353152237985E+01,  +3.8933919602552791E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1375000000000000E+02,  +3.3598112811215813E+01,  +3.3598112811215813E+01,  +0.0000000000000000E+00,  +3.4707753631681579E+00,  +3.5260971046925076E+00,  +3.4179125473894514E+00,  +3.5260971046925076E+00,  +2.7984600000000004E+00,  +1.1066583510401209E+01,  +3.9021848074863549E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.8560524616387915E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1400000000000000E+02,  +3.2680111212286775E+01,  +3.2680111212286775E+01,  +0.0000000000000000E+00,  +3.4754352963962463E+00,  +3.5308052987362939E+00,  +3.4225280891991399E+00,  +3.5308052987362939E+00,  +2.7984600000000004E+00,  +1.0806015750293477E+01,  +3.8153937669364062E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.5839489840027166E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1425000000000000E+02,  +3.7219368948464819E+01,  +3.7219368948464819E+01,  +0.0000000000000000E+00,  +3.4801133687746058E+00,  +3.5355317164139075E+00,  +3.4271616947322174E+00,  +3.5355317164139075E+00,  +2.7984600000000004E+00,  +1.3545412468749428E+01,  +4.7890235395172006E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.5820831146059845E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1450000000000000E+02,  +4.2793586270256824E+01,  +4.2793586270256824E+01,  +0.0000000000000000E+00,  +3.4848096959067925E+00,  +3.5402764733274799E+00,  +3.4318134796151223E+00,  +3.5402764733274799E+00,  +2.7984600000000004E+00,  +1.6578500896128400E+01,  +5.8692476685601910E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +3.6635585362788339E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1475000000000000E+02,  +4.2814535436199989E+01,  +4.2814535436199989E+01,  +0.0000000000000000E+00,  +3.4901153072309556E+00,  +3.5456366724841715E+00,  +3.4370688871098372E+00,  +3.5456366724841715E+00,  +2.7984600000000004E+00,  +1.6561488246141206E+01,  +5.8721020076433824E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +3.6315744385787996E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1500000000000000E+02,  +4.1938945893003002E+01,  +4.1938945893003002E+01,  +0.0000000000000000E+00,  +3.4966317696382556E+00,  +3.5522199985758163E+00,  +3.4435238597354907E+00,  +3.5522199985758163E+00,  +2.7984600000000004E+00,  +1.6242731176494587E+01,  +5.7697754516634973E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0845169471407470E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1525000000000000E+02,  +4.1043624154215550E+01,  +4.1043624154215550E+01,  +0.0000000000000000E+00,  +3.5037805302274334E+00,  +3.5594418789765849E+00,  +3.4506053831537384E+00,  +3.5594418789765849E+00,  +2.7984600000000004E+00,  +1.5940568384277169E+01,  +5.6739526681686272E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +5.2857536384784479E-03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1550000000000000E+02,  +4.0961201495053444E+01,  +4.0961201495053444E+01,  +0.0000000000000000E+00,  +3.5109717003286978E+00,  +3.5667063588154817E+00,  +3.4577291468219356E+00,  +3.5667063588154817E+00,  +2.7984600000000004E+00,  +1.5890214252145469E+01,  +5.6675728216067640E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.3309732307852998E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1575000000000000E+02,  +4.0577031853063289E+01,  +4.0577031853063289E+01,  +0.0000000000000000E+00,  +3.5151851782030494E+00,  +3.5709626750004260E+00,  +3.4619032409546189E+00,  +3.5709626750004260E+00,  +2.7984600000000004E+00,  +1.5846829093235742E+01,  +5.6588435209055682E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.7820524426803867E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1600000000000000E+02,  +3.9387224557006775E+01,  +3.9387224557006775E+01,  +0.0000000000000000E+00,  +3.5133776140798059E+00,  +3.5691367437068813E+00,  +3.4601125626052620E+00,  +3.5691367437068813E+00,  +2.7984600000000004E+00,  +1.5584280105936974E+01,  +5.5622426750319825E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.8144485621039597E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1625000000000000E+02,  +3.8081462215086241E+01,  +3.8081462215086241E+01,  +0.0000000000000000E+00,  +3.5085692720234984E+00,  +3.5642794652417966E+00,  +3.4553492145114153E+00,  +3.5642794652417966E+00,  +2.7984600000000004E+00,  +1.5326657968039607E+01,  +5.4628492266268132E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.2746810590349003E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1650000000000000E+02,  +3.6993531438982814E+01,  +3.6993225707830533E+01,  +3.0573115227812712E-04,  +3.5037799004719119E+00,  +3.5594412416659038E+00,  +3.4506047617427100E+00,  +3.5594412416659038E+00,  +2.7984600000000004E+00,  +1.5308157508385769E+01,  +5.4488487169265866E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0747692245733992E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1675000000000000E+02,  +3.6749107322366747E+01,  +3.6714361937458484E+01,  +3.4745384908265155E-02,  +3.4990093774371944E+00,  +3.5546219510186954E+00,  +3.4458790822630760E+00,  +3.5546219510186954E+00,  +2.7984600000000004E+00,  +1.5509436184142562E+01,  +5.5130182308076783E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.4355424916843826E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1700000000000000E+02,  +3.7452398632512640E+01,  +3.7355387838198858E+01,  +9.7010794313783580E-02,  +3.4942575820266204E+00,  +3.5498214724302426E+00,  +3.4411720551360188E+00,  +3.5498214724302426E+00,  +2.7984600000000004E+00,  +1.6480218252268166E+01,  +5.8501832622238346E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +7.0497636493705684E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1725000000000000E+02,  +3.7101809551688305E+01,  +3.6421366039206276E+01,  +6.8044351248202561E-01,  +3.4895243944299184E+00,  +3.5450396861086126E+00,  +3.4364835605118507E+00,  +3.5450396861086126E+00,  +2.7984600000000004E+00,  +1.6957608487318229E+01,  +6.0115395069035365E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +6.3453127318775415E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1750000000000000E+02,  +3.5928068903331138E+01,  +3.4985062845403419E+01,  +9.4300605792771575E-01,  +3.4848096959067925E+00,  +3.5402764733274799E+00,  +3.4318134796151223E+00,  +3.5402764733274799E+00,  +2.7984600000000004E+00,  +1.6646460216451185E+01,  +5.8933071468483995E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +3.0016986686397795E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1775000000000000E+02,  +3.4989003159688529E+01,  +3.3792396745924549E+01,  +1.1966064137639831E+00,  +3.4842214384106702E+00,  +3.5396821548965192E+00,  +3.4312307968838045E+00,  +3.5396821548965192E+00,  +2.7984600000000004E+00,  +1.6566689566637397E+01,  +5.8640815424736736E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.1881572950928552E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1800000000000000E+02,  +3.3680911282933693E+01,  +3.2242641924090158E+01,  +1.4382693588435362E+00,  +3.4918912700235500E+00,  +3.5474308818579758E+00,  +3.4388280644250040E+00,  +3.5474308818579758E+00,  +2.7984600000000004E+00,  +1.6355610897774195E+01,  +5.8020399190417038E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.4953202797165027E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1825000000000000E+02,  +3.2747884502613019E+01,  +3.1366652141718394E+01,  +1.3812323608946238E+00,  +3.5037825454523532E+00,  +3.5594439183780975E+00,  +3.4506073716761940E+00,  +3.5594439183780975E+00,  +2.7984600000000004E+00,  +1.6270042103768169E+01,  +5.7912302418013198E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.1953541351395067E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1850000000000000E+02,  +3.2723640673874733E+01,  +3.1166905889057229E+01,  +1.5567347848175035E+00,  +3.5157916281849451E+00,  +3.5715752897694744E+00,  +3.4625040160621476E+00,  +3.5715752897694744E+00,  +2.7984600000000004E+00,  +1.6406628747583611E+01,  +5.8597509823291119E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +4.2491725052955953E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1875000000000000E+02,  +3.2213007937001578E+01,  +3.0496742179881082E+01,  +1.7162657571204951E+00,  +3.5254829253029372E+00,  +3.5813647726343500E+00,  +3.4721050518330685E+00,  +3.5813647726343500E+00,  +2.7984600000000004E+00,  +1.6222246733669760E+01,  +5.8097782984947528E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.8729688906456019E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1900000000000000E+02,  +3.1141836121736887E+01,  +2.9283448019013989E+01,  +1.8583881027228997E+00,  +3.5303575989125555E+00,  +3.5862886653370527E+00,  +3.4769344824814898E+00,  +3.5862886653370527E+00,  +2.7984600000000004E+00,  +1.5962557121926968E+01,  +5.7246337676161936E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0328777833537071E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1925000000000000E+02,  +3.0626211382547552E+01,  +2.8161089442328411E+01,  +2.4651219402191415E+00,  +3.5328027723627420E+00,  +3.5887584860905322E+00,  +3.4793569995283384E+00,  +3.5887584860905322E+00,  +2.7984600000000004E+00,  +1.5945074431507429E+01,  +5.7223021177417451E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +4.5231004894566129E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1950000000000000E+02,  +3.0510434973638354E+01,  +2.7912541616569445E+01,  +2.5978933570689082E+00,  +3.5352528451197327E+00,  +3.5912332271948482E+00,  +3.4817843971648221E+00,  +3.5912332271948482E+00,  +2.7984600000000004E+00,  +1.5879421219351233E+01,  +5.7026705111557078E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +5.1842535088845354E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1975000000000000E+02,  +3.0206769238643336E+01,  +2.7498121165634533E+01,  +2.7086480730088036E+00,  +3.5401688140569694E+00,  +3.5961986084683399E+00,  +3.4866549458802876E+00,  +3.5961986084683399E+00,  +2.7984600000000004E+00,  +1.5663413312274038E+01,  +5.6328745157464368E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +3.6604205489655328E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2000000000000000E+02,  +2.9681412020165862E+01,  +2.6884568405583419E+01,  +2.7968436145824436E+00,  +3.5500603004102231E+00,  +3.6061891720658461E+00,  +3.4964553671947312E+00,  +3.6061891720658461E+00,  +2.7984600000000004E+00,  +1.5450036302303433E+01,  +5.5715753621390881E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +3.3666375894486811E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2025000000000000E+02,  +2.7823827182875718E+01,  +1.7867818951240675E+01,  +9.9560082316350424E+00,  +3.5625349339941237E+00,  +3.6187880930279905E+00,  +3.5088157847451646E+00,  +3.6187880930279905E+00,  +2.7984600000000004E+00,  +1.4551292659515582E+01,  +5.2658044614420589E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +3.1353907238811907E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2050000000000000E+02,  +2.5998808203226670E+01,  +1.5891537561850066E+01,  +1.0107270641376603E+01,  +3.5751370001695131E+00,  +3.6315149700337570E+00,  +3.5213031703446278E+00,  +3.6315149700337570E+00,  +2.7984600000000004E+00,  +1.3631484379364370E+01,  +4.9502939587443024E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0332556433239726E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2075000000000000E+02,  +2.5859135904540231E+01,  +1.5691205522295643E+01,  +1.0167930382244588E+01,  +3.5827569165754913E+00,  +3.6392099843692622E+00,  +3.5288540996105930E+00,  +3.6392099843692622E+00,  +2.7984600000000004E+00,  +1.3540308036409620E+01,  +4.9276024197537247E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +3.0753607566411933E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
